"","year","dem_2p","district","state"
"878",2018,0.361130833803297,"21","NY"
"879",2016,0.416553595658073,"21","NY"
"880",2020,0.538192124875946,"22","NY"
"881",2018,0.476662399100689,"22","NY"
"882",2016,0.510890018104149,"22","NY"
"883",2020,0.41135728420752,"23","NY"
"884",2018,0.369957206592006,"23","NY"
"885",2016,0.371352092446302,"23","NY"
"886",2020,0.412576879628467,"24","NY"
"887",2018,0.345128378626253,"24","NY"
"888",2016,0.385822812911145,"24","NY"
"889",2020,0.601363167570961,"25","NY"
"890",2018,0.540042289627814,"25","NY"
"891",2016,0.57362416147833,"25","NY"
"892",2020,0.619818815572504,"26","NY"
"893",2018,0.588240487702333,"26","NY"
"894",2016,0.583637583627716,"26","NY"
"895",2020,0.542974082494637,"1","OH"
"896",2018,0.516408073152861,"1","OH"
"897",2016,0.520620254601117,"1","OH"
"898",2020,0.270198295421022,"2","OH"
"899",2018,0.316479849177661,"2","OH"
"900",2016,0.273999223866409,"2","OH"
"901",2020,0.72266419684348,"3","OH"
"902",2018,0.701715722726228,"3","OH"
"903",2016,0.701922708022842,"3","OH"
"904",2020,0.317674576392237,"4","OH"
"905",2018,0.333573908084016,"4","OH"
"906",2016,0.303196840034101,"4","OH"
"907",2020,0.363892121875458,"5","OH"
"908",2018,0.39891034205347,"5","OH"
"909",2016,0.368503776873911,"5","OH"
"910",2020,0.354532218371107,"6","OH"
"911",2018,0.425522861215719,"6","OH"
"912",2016,0.37182035702537,"6","OH"
"913",2020,0.453346789025437,"7","OH"
"914",2018,0.467756170987133,"7","OH"
"915",2016,0.440103575405706,"7","OH"
"916",2020,0.387776690219109,"8","OH"
"917",2018,0.3811348522082,"8","OH"
"918",2016,0.364449743141296,"8","OH"
"919",2020,0.485269722009598,"9","OH"
"920",2018,0.520357168318243,"9","OH"
"921",2016,0.495187257120895,"9","OH"
"922",2020,0.482303439452018,"10","OH"
"923",2018,0.467224924700345,"10","OH"
"924",2016,0.46830136299775,"10","OH"
"925",2020,0.791353372839897,"11","OH"
"926",2018,0.800529442523894,"11","OH"
"927",2016,0.81185018343537,"11","OH"
"928",2020,0.342720221855873,"12","OH"
"929",2018,0.379404370102692,"12","OH"
"930",2016,0.345648671527266,"12","OH"
"931",2020,0.515185963923904,"13","OH"
"932",2018,0.539106866288074,"13","OH"
"933",2016,0.511969436851973,"13","OH"
"934",2020,0.424500379209471,"14","OH"
"935",2018,0.467987149843465,"14","OH"
"936",2016,0.428850157535543,"14","OH"
"937",2020,0.466425782872332,"15","OH"
"938",2018,0.480266112840751,"15","OH"
"939",2016,0.446172497512947,"15","OH"
"940",2020,0.395286923056647,"1","OK"
"941",2018,0.463687687897644,"1","OK"
"942",2016,0.356521096578733,"1","OK"
"943",2020,0.228415678145034,"2","OK"
"944",2018,0.383147701860657,"2","OK"
"945",2016,0.239720961211505,"2","OK"
"946",2020,0.276499615850652,"3","OK"
"947",2018,0.378134866647843,"3","OK"
"948",2016,0.257545071630034,"3","OK"
"949",2020,0.340734644574455,"4","OK"
"950",2018,0.45160248068138,"4","OK"
"951",2016,0.311316690558778,"4","OK"
"952",2020,0.404962110099908,"5","OK"
"953",2018,0.49906854189044,"5","OK"
"954",2016,0.367048072061275,"5","OK"
"955",2020,0.699265849863866,"1","OR"
"956",2018,0.628768288116792,"1","OR"
"957",2016,0.680701913706807,"1","OR"
"958",2020,0.374046159792391,"2","OR"
"959",2018,0.342170590308767,"2","OR"
"960",2016,0.34587672655193,"2","OR"
"961",2020,0.746936909818611,"3","OR"
"962",2018,0.716203572441168,"3","OR"
"963",2016,0.744859141721723,"3","OR"
"964",2020,0.568276084965795,"4","OR"
"965",2018,0.533550229158089,"4","OR"
"966",2016,0.548121575070564,"4","OR"
"967",2020,0.542518020561165,"5","OR"
"968",2018,0.471992682445144,"5","OR"
"969",2016,0.513151880759072,"5","OR"
"970",2020,0.569932869003109,"6","OR"
"971",2018,0.502817449909794,"6","OR"
"972",2016,0.540099085634936,"6","OR"
"973",2020,0.523430989583333,"1","PA"
"974",2018,0.592774804021788,"1","PA"
"975",2016,0.50364069516865,"1","PA"
"976",2020,0.715270888203073,"2","PA"
"977",2018,0.805707951825185,"2","PA"
"978",2016,0.751935801773898,"2","PA"
"979",2020,0.906956279164131,"3","PA"
"980",2018,0.938276696448421,"3","PA"
"981",2016,0.918078113072165,"3","PA"
"982",2020,0.596538686381247,"4","PA"
"983",2018,0.652835520040315,"4","PA"
"984",2016,0.573277127077719,"4","PA"
"985",2020,0.662772128640006,"5","PA"
"986",2018,0.703663377999357,"5","PA"
"987",2016,0.649510659654789,"5","PA"
"988",2020,0.57475587968968,"6","PA"
"989",2018,0.619480584052903,"6","PA"
"990",2016,0.546546049286957,"6","PA"
"991",2020,0.503539560090564,"7","PA"
"992",2018,0.581173826475202,"7","PA"
"993",2016,0.485719471043671,"7","PA"
"994",2020,0.485933340432329,"8","PA"
"995",2018,0.573921841889235,"8","PA"
"996",2016,0.459003089984082,"8","PA"
"997",2020,0.314739775432565,"9","PA"
"998",2018,0.410931050995356,"9","PA"
"999",2016,0.294202109224142,"9","PA"
"1000",2020,0.480034602605913,"10","PA"
"1001",2018,0.54916166280137,"10","PA"
"1002",2016,0.449079035953977,"10","PA"
"1003",2020,0.392303276924181,"11","PA"
"1004",2018,0.459378538180903,"11","PA"
"1005",2016,0.366374860953191,"11","PA"
"1006",2020,0.601119080223533,"12","PA"
"1007",2018,0.689668256721596,"12","PA"
"1008",2016,0.590733469039333,"12","PA"
"1009",2020,0.271318282245981,"13","PA"
"1010",2018,0.358055849548156,"13","PA"
"1011",2016,0.260935134243783,"13","PA"
"1012",2020,0.341081784011937,"14","PA"
"1013",2018,0.46740052306786,"14","PA"
"1014",2016,0.334648377842166,"14","PA"
"1015",2020,0.312378191863674,"15","PA"
"1016",2018,0.405967296193941,"15","PA"
"1017",2016,0.310468562323074,"15","PA"
"1018",2020,0.3954983041386,"16","PA"
"1019",2018,0.493894462921473,"16","PA"
"1020",2016,0.384596674012063,"16","PA"
"1021",2020,0.529266585215771,"17","PA"
"1022",2018,0.617678190201109,"17","PA"
"1023",2016,0.505074608202734,"17","PA"
"1024",2020,0.6458517381273,"1","RI"
"1025",2018,0.652296613468276,"1","RI"
"1026",2016,0.629758713136729,"1","RI"
"1027",2020,0.565997548726534,"2","RI"
"1028",2018,0.522918803228252,"2","RI"
"1029",2016,0.53465403617076,"2","RI"
"1030",2020,0.456852901251858,"1","SC"
"1031",2018,0.468425351710574,"1","SC"
"1032",2016,0.422428571946344,"1","SC"
"1033",2020,0.444345341788029,"2","SC"
"1034",2018,0.459007287506405,"2","SC"
"1035",2016,0.407536558311822,"2","SC"
"1036",2020,0.309963510602441,"3","SC"
"1037",2018,0.333929924769534,"3","SC"
"1038",2016,0.302662582885566,"3","SC"
"1039",2020,0.40572375215906,"4","SC"
"1040",2018,0.420156927222095,"4","SC"
"1041",2016,0.373805244819366,"4","SC"
"1042",2020,0.407531364483489,"5","SC"
"1043",2018,0.422035492312725,"5","SC"
"1044",2016,0.393674046714945,"5","SC"
"1045",2020,0.662750937065152,"6","SC"
"1046",2018,0.684518939006512,"6","SC"
"1047",2016,0.665113267270805,"6","SC"
"1048",2020,0.405752006112817,"7","SC"
"1049",2018,0.426866120800993,"7","SC"
"1050",2016,0.402305541013419,"7","SC"
"1051",2020,NA,"AL","SD"
"1052",2018,0.481367977570206,"AL","SD"
"1053",2016,0.335878174604333,"AL","SD"
"1054",2020,0.224249480047781,"1","TN"
"1055",2018,NA,"1","TN"
"1056",2016,0.204105983897228,"1","TN"
"1057",2020,0.351908445273202,"2","TN"
"1058",2018,NA,"2","TN"
"1059",2016,0.313762152694378,"2","TN"
"1060",2020,0.33947888334677,"3","TN"
"1061",2018,NA,"3","TN"
"1062",2016,0.316098957568639,"3","TN"
"1063",2020,0.307998638958551,"4","TN"
"1064",2018,NA,"4","TN"
"1065",2016,0.2849335531901,"4","TN"
"1066",2020,0.439100033665319,"5","TN"
"1067",2018,NA,"5","TN"
"1068",2016,0.405011513992428,"5","TN"
"1069",2020,0.337940872024035,"6","TN"
"1070",2018,NA,"6","TN"
"1071",2016,0.321478407680885,"6","TN"
"1072",2020,0.420209780454016,"7","TN"
"1073",2018,NA,"7","TN"
"1074",2016,0.407651449222551,"7","TN"
"1075",2020,0.303120626442198,"8","TN"
"1076",2018,NA,"8","TN"
"1077",2016,0.294517755684427,"8","TN"
"1078",2020,0.784941700693367,"9","TN"
"1079",2018,NA,"9","TN"
"1080",2016,0.785694581099596,"9","TN"
"1081",2020,0.27204826199368,"1","TX"
"1082",2018,0.24789242906408,"1","TX"
"1083",2016,0.257294853038968,"1","TX"
"1084",2020,0.387320849670157,"2","TX"
"1085",2018,0.328670161727691,"2","TX"
"1086",2016,0.335872490350908,"2","TX"
"1087",2020,0.429377751324805,"3","TX"
"1088",2018,0.358473550466143,"3","TX"
"1089",2016,0.363692503915142,"3","TX"
"1090",2020,0.363684692035705,"4","TX"
"1091",2018,0.309172670359707,"4","TX"
"1092",2016,0.315733716650187,"4","TX"
"1093",2020,0.38734359559632,"5","TX"
"1094",2018,0.351617559250953,"5","TX"
"1095",2016,0.35088735583759,"5","TX"
"1096",2020,0.378621850725109,"6","TX"
"1097",2018,0.333560025591037,"6","TX"
"1098",2016,0.336634415803398,"6","TX"
"1099",2020,0.654876296622345,"7","TX"
"1100",2018,0.607809971228196,"7","TX"
"1101",2016,0.659563381054248,"7","TX"
"1102",2020,0.365098662356253,"8","TX"
"1103",2018,0.33263401504289,"8","TX"
"1104",2016,0.337567506261975,"8","TX"
"1105",2020,0.768335715381572,"9","TX"
"1106",2018,0.740219032615036,"9","TX"
"1107",2016,0.79352893767662,"9","TX"
"1108",2020,0.395920902395262,"10","TX"
"1109",2018,0.346551183079144,"10","TX"
"1110",2016,0.353944741742296,"10","TX"
"1111",2020,0.288880964654902,"11","TX"
"1112",2018,0.261638598918038,"11","TX"
"1113",2016,0.274942051615281,"11","TX"
"1114",2020,0.407179348696419,"12","TX"
"1115",2018,0.361843986379351,"12","TX"
"1116",2016,0.363865099772616,"12","TX"
"1117",2020,0.262193862005442,"13","TX"
"1118",2018,0.238111187090352,"13","TX"
"1119",2016,0.22446421487115,"13","TX"
"1120",2020,0.356011484979045,"14","TX"
"1121",2018,0.331033665556331,"14","TX"
"1122",2016,0.352802819307649,"14","TX"
"1123",2020,0.485036143052301,"15","TX"
"1124",2018,0.50144290318606,"15","TX"
"1125",2016,0.568916993440963,"15","TX"
"1126",2020,0.6805270311408,"16","TX"
"1127",2018,0.677775329276355,"16","TX"
"1128",2016,0.722248251304976,"16","TX"
"1129",2020,0.383636262188062,"17","TX"
"1130",2018,0.346126913047885,"17","TX"
"1131",2016,0.351284659937708,"17","TX"
"1132",2020,0.745068986995338,"18","TX"
"1133",2018,0.721951689579854,"18","TX"
"1134",2016,0.768487595419847,"18","TX"
"1135",2020,0.265884535632435,"19","TX"
"1136",2018,0.244423787298451,"19","TX"
"1137",2016,0.246120962985628,"19","TX"
"1138",2020,0.667904702950653,"20","TX"
"1139",2018,0.627748302747878,"20","TX"
"1140",2016,0.668957225680622,"20","TX"
"1141",2020,0.398411103325661,"21","TX"
"1142",2018,0.336193916994326,"21","TX"
"1143",2016,0.351072958496182,"21","TX"
"1144",2020,0.419109083101372,"22","TX"
"1145",2018,0.35598102049002,"22","TX"
"1146",2016,0.373071564068559,"22","TX"
"1147",2020,0.455395976884955,"23","TX"
"1148",2018,0.420143921478882,"23","TX"
"1149",2016,0.470501821882756,"23","TX"
"1150",2020,0.432956337559545,"24","TX"
"1151",2018,0.343278783836933,"24","TX"
"1152",2016,0.369674168443642,"24","TX"
"1153",2020,0.338411467349907,"25","TX"
"1154",2018,0.299681375396206,"25","TX"
"1155",2016,0.304048871356564,"25","TX"
"1156",2020,0.407404453660136,"26","TX"
"1157",2018,0.338014033667308,"26","TX"
"1158",2016,0.340288116667795,"26","TX"
"1159",2020,0.38638348733508,"27","TX"
"1160",2018,0.341156628560871,"27","TX"
"1161",2016,0.387485326612346,"27","TX"
"1162",2020,0.538134852232132,"28","TX"
"1163",2018,0.539025976789286,"28","TX"
"1164",2016,0.605103046520975,"28","TX"
"1165",2020,0.681663455362877,"29","TX"
"1166",2018,0.713283475161195,"29","TX"
"1167",2016,0.755435294856892,"29","TX"
"1168",2020,0.789953962819283,"30","TX"
"1169",2018,0.753889695351851,"30","TX"
"1170",2016,0.792792083973564,"30","TX"
"1171",2020,0.392356043237172,"31","TX"
"1172",2018,0.331245668973624,"31","TX"
"1173",2016,0.335185851858519,"31","TX"
"1174",2020,0.670881288842387,"32","TX"
"1175",2018,0.605638528138528,"32","TX"
"1176",2016,0.642101886936053,"32","TX"
"1177",2020,0.756633925510916,"33","TX"
"1178",2018,0.751855661945082,"33","TX"
"1179",2016,0.772273701916156,"33","TX"
"1180",2020,0.577791238442323,"34","TX"
"1181",2018,0.580657946888625,"34","TX"
"1182",2016,0.687691233415857,"34","TX"
"1183",2020,0.738638463149165,"35","TX"
"1184",2018,0.724538417481977,"35","TX"
"1185",2016,0.735277576926167,"35","TX"
"1186",2020,0.336310954350666,"36","TX"
"1187",2018,0.309464212452693,"36","TX"
"1188",2016,0.323823318862482,"36","TX"
"1189",2020,0.768516299298477,"37","TX"
"1190",2018,0.718866679145281,"37","TX"
"1191",2016,0.742964873845128,"37","TX"
"1192",2020,0.405756099006088,"38","TX"
"1193",2018,0.333925140356899,"38","TX"
"1194",2016,0.357643338986823,"38","TX"
"1195",2020,0.39084115121641,"1","UT"
"1196",2018,0.334242457976177,"1","UT"
"1197",2016,0.387383937972624,"1","UT"
"1198",2020,0.402347750962643,"2","UT"
"1199",2018,0.367400650683904,"2","UT"
"1200",2016,0.385638116070818,"2","UT"
"1201",2020,0.398129527778451,"3","UT"
"1202",2018,0.312650864927339,"3","UT"
"1203",2016,0.361076595267467,"3","UT"
"1204",2020,0.364005276639041,"4","UT"
"1205",2018,0.292483158807443,"4","UT"
"1206",2016,0.348888760607285,"4","UT"
"1207",2020,0.465301623158357,"1","VA"
"1208",2018,0.44569488201749,"1","VA"
"1209",2016,0.426289146472217,"1","VA"
"1210",2020,0.508622848760242,"2","VA"
"1211",2018,0.508934430922777,"2","VA"
"1212",2016,0.470111035306665,"2","VA"
"1213",2020,0.695164522693693,"3","VA"
"1214",2018,0.698829479472291,"3","VA"
"1215",2016,0.676319659402927,"3","VA"
"1216",2020,0.684226895192695,"4","VA"
"1217",2018,0.671856094567422,"4","VA"
"1218",2016,0.667553017264482,"4","VA"
"1219",2020,0.458772702725748,"5","VA"
"1220",2018,0.450455955811909,"5","VA"
"1221",2016,0.441136424784148,"5","VA"
"1222",2020,0.387681047607291,"6","VA"
"1223",2018,0.389643347050754,"6","VA"
"1224",2016,0.364354978566456,"6","VA"
"1225",2020,0.534689403039093,"7","VA"
"1226",2018,0.528336646386764,"7","VA"
"1227",2016,0.512135231316726,"7","VA"
"1228",2020,0.785464634925958,"8","VA"
"1229",2018,0.764338058455705,"8","VA"
"1230",2016,0.778905041017644,"8","VA"
"1231",2020,0.287918670680658,"9","VA"
"1232",2018,0.313173163937044,"9","VA"
"1233",2016,0.284366452120308,"9","VA"
"1234",2020,0.593170623997912,"10","VA"
"1235",2018,0.552487740448791,"10","VA"
"1236",2016,0.541828667805807,"10","VA"
"1237",2020,0.710090914952608,"11","VA"
"1238",2018,0.680268729641694,"11","VA"
"1239",2016,0.683648768911302,"11","VA"
"1240",2020,0.682991865528066,"AL","VT"
"1241",2018,0.421776326855151,"AL","VT"
"1242",2016,0.651864263238204,"AL","VT"
"1243",2020,0.659745050379587,"1","WA"
"1244",2018,0.618574015454156,"1","WA"
"1245",2016,0.641933146691802,"1","WA"
"1246",2020,0.617262878578629,"2","WA"
"1247",2018,0.589278824152257,"2","WA"
"1248",2016,0.596949602957197,"2","WA"
"1249",2020,0.478796577718985,"3","WA"
"1250",2018,0.488492225012989,"3","WA"
"1251",2016,0.459068139233334,"3","WA"
"1252",2020,0.413722222045171,"4","WA"
"1253",2018,0.392713588231023,"4","WA"
"1254",2016,0.383585839099382,"4","WA"
"1255",2020,0.448983545482769,"5","WA"
"1256",2018,0.465537070635628,"5","WA"
"1257",2016,0.422899973806342,"5","WA"
"1258",2020,0.588563248175098,"6","WA"
"1259",2018,0.56646612190917,"6","WA"
"1260",2016,0.565091443233327,"6","WA"
"1261",2020,0.884971641854692,"7","WA"
"1262",2018,0.8567420683484,"7","WA"
"1263",2016,0.882941843598935,"7","WA"
"1264",2020,0.536243285702874,"8","WA"
"1265",2018,0.509320040396079,"8","WA"
"1266",2016,0.518977231299506,"8","WA"
"1267",2020,0.728185807444186,"9","WA"
"1268",2018,0.709557366134141,"9","WA"
"1269",2016,0.732285641864645,"9","WA"
"1270",2020,0.593867526501964,"10","WA"
"1271",2018,0.569838988142773,"10","WA"
"1272",2016,0.57421284707961,"10","WA"
"1273",2020,0.489534194680281,"1","WI"
"1274",2018,0.492708506146454,"1","WI"
"1275",2016,0.485488167086078,"1","WI"
"1276",2020,0.712406701211995,"2","WI"
"1277",2018,0.719686002873391,"2","WI"
"1278",2016,0.70180485114574,"2","WI"
"1279",2020,0.476485312236561,"3","WI"
"1280",2018,0.509908418274952,"3","WI"
"1281",2016,0.476406961734202,"3","WI"
"1282",2020,0.77032879052588,"4","WI"
"1283",2018,0.748103861196782,"4","WI"
"1284",2016,0.765571208983854,"4","WI"
"1285",2020,0.383289728756797,"5","WI"
"1286",2018,0.336988899005933,"5","WI"
"1287",2016,0.355212928678078,"5","WI"
"1288",2020,0.420445841011598,"6","WI"
"1289",2018,0.415425143405487,"6","WI"
"1290",2016,0.408166448132253,"6","WI"
"1291",2020,0.398827594688247,"7","WI"
"1292",2018,0.416156867187795,"7","WI"
"1293",2016,0.392563556313024,"7","WI"
"1294",2020,0.421470814738754,"8","WI"
"1295",2018,0.426197757069389,"8","WI"
"1296",2016,0.409031092083099,"8","WI"
"1297",NA,NA,"1","WV"
"1298",NA,NA,"1","WV"
"1299",NA,NA,"1","WV"
"1300",NA,NA,"2","WV"
"1301",NA,NA,"2","WV"
"1302",NA,NA,"2","WV"
"1303",2020,0.275195656244149,"AL","WY"
"1304",2018,0.290913154898974,"AL","WY"
"1305",2016,0.242946803708462,"AL","WY"
